,Date,Username,Tweet
260,2022-05-25 22:42:58+00:00,promo_malaysia,"Now till 30 Jun 2022: Beep Special Deal with Citibank

Click the link below for details
https://t.co/2D3FyAO8Vr
(Help retweet)

Follow us for more promo~
 #latestpromo #kltu #malaysia  #today"
261,2022-05-25 22:28:45+00:00,digitaljami,"Is it possible that @Visa @Mastercard @AmericanExpress @DinersClub plus correlating major banks like @BankofAmerica @chase @WellsFargo @Citibank could make it so no one could be AR-15s, high capacity magazines and similar devices with their cards? #GunControlNow"
262,2022-05-25 22:10:51+00:00,gwennzula,@Citibank @AskCiti https://t.co/6r2rkTr9tZ
263,2022-05-25 22:09:53+00:00,gwennzula,@Mrs13D @Citibank https://t.co/E2Agu0TVH7
264,2022-05-25 21:55:45+00:00,MohitTr50835543,#CRED unable to get any response from you guys getting same response regarding a ticket number. What should I do with that #liars #cred support no help at all #CRED #citibank# Fraud#support at all.
265,2022-05-25 21:28:14+00:00,Leenvidia,"Me parece una falta de respeto y una burla que ellos mismos te ofrezcan algo, y que luego salgan con “que dice mi mamá que siempre no”.

@ContactoCitibmx @Citibank @Citibanamex"
266,2022-05-25 21:22:05+00:00,kleberNasci,"Um biquinho fofo da @MariaRita lá de 2014, daqui de São Paulo, antigo Citibank e atual Versa São Paulo. https://t.co/weIcqhMCVd"
267,2022-05-25 21:19:32+00:00,FaroukJazzedup,"@Alainlobog @connectionivoir @cic @Citibank La banque du Sénégal devenue banque d Afrique de l ouest a été financée aussi par l argent reçu par les colons esclavagistes qui ont été dédommagés, cette banque a financé le projet colonial français ainsi que la monnaie coloniale CFA"
268,2022-05-25 21:14:12+00:00,agood1928,"Brought to you by #Haiti 🇭🇹, France 🇫🇷 is certainly proud of Haiti because unless Haiti 🇭🇹 has been, they’ll probably be worst than a 3rd world nation…

#BeGrateful Emmanuel Macron #citiBank #Haiti https://t.co/hcbt4rd4J5"
269,2022-05-25 21:06:29+00:00,_nadine_seidel_,"@AskCiti Hey, I tried to use your “preferred name” program with my Citibank credit card, but don’t seem to be able to access that option. I contacted your customer service via phone, but they couldn’t help. Any more options for me?"
270,2022-05-25 21:05:23+00:00,Mannyharlem,"via @NYTimes

I’ve banked with ⁦@Citibank⁩ for 20 years so yes, I’m troubled by this story. #Citibank should set up a redevelopment fund and give GRANTS—not loans—to Haitian small business owners. https://t.co/IBSS2KLPgk"
271,2022-05-25 21:00:08+00:00,bmayorga,@CITECec @AUCONSIS @barzallolegal @niuboxlegal @PayPhoneEc @EcuadorRappi @KushkiOficial @IdukayEdu @Citibank ¿Nadie de Guayaquil?
272,2022-05-25 20:59:49+00:00,JoBuds_,Citi bank 👀💙
273,2022-05-25 20:26:50+00:00,WakeUp_MrW3st,"The one I got today said my citi bank, bank account was hacked due suspicious activity, and to click the link.

I don’t have citi bank sooooo… dub"
274,2022-05-25 20:18:59+00:00,TemoinHaiti,"Pendant (10 ans) dix ans, sous l’occupation américaine ( 1915-1934) 1/4du PIB d’Haiti a été transféré aux État-Unis par le biais de Citibank. Pour le remboursement d’une dette qui lui a été imposée. Relève un chercheur français. https://t.co/uAH8vFAXOS"
275,2022-05-25 20:15:46+00:00,PhantomMBE,"American Express, navel federal, and citi bank. A nice line up of credit cards"
276,2022-05-25 20:11:24+00:00,G6host,CITI BANK told em to do that shit!
277,2022-05-25 20:04:26+00:00,vivi_mey,@AskCiti Thanks for replying. Citibank Indonesia has reached out to me. The problem has been followed up 🙏
278,2022-05-25 19:55:45+00:00,TransUnion,"@TimothyELewis @Citibank Hi Tim, In the interest of safeguarding your information, please send us a DM and we would be happy to assist you."
279,2022-05-25 19:53:02+00:00,TimothyELewis,@TransUnion @Citibank Your report doesn’t include two years of mortgage payments I’ve made. It doesn’t have updated employment info from the last 3. This is not a problem with other credit bureaus. Start there.
280,2022-05-25 19:46:40+00:00,MandoMilf,"@sullivan_ballou Had a man have a heart attack and die in front of us. 30 mins later after the emts removed him, it was back to work. We worked for Citibank...

When I had my oldest there was a bunch of health issues and I had to be revived. Emergency C-section, wound breakdown... Only 6 wks off."
281,2022-05-25 19:45:36+00:00,TransUnion,"@TimothyELewis @Citibank Hi Tim, Please drop us a DM. We would love to look into this for you."
282,2022-05-25 19:44:08+00:00,TimothyELewis,@TransUnion @Citibank I spent 2 hours on your “assistance” and have gotten further on a treadmill. Miserable and damaging experience.
283,2022-05-25 19:41:08+00:00,Brandonleerich,"@thatboiitone @BillyDaPlugg Yea, I got that same message and I don’t even have Citi bank. Lol jus make sure you don’t click the link."
284,2022-05-25 19:34:23+00:00,DrManhattan777,"1/ Fam I need some urgent advice (no it’s not money): hypothetically, from the first 18 months of Cv19 / after endless lockdowns, ya boy had to live off my once vast credit &amp; savings; quite the debt amassed. Citibank is now suing me for a credit card balance. (Cont)"
285,2022-05-25 19:26:31+00:00,ksolmst,@Citibank @AskCiti I keep getting bills from my mom's account when she died several months ago. I call the phone number to get connected to a collection company that says I'm sorry we have no control over the fact that they sent you a bill even though it is in our accounts that she died
286,2022-05-25 19:16:33+00:00,faerysiren,My mom be sending me spam texts demek coming from Citibank and she don’t even got a Citibank account💀💀💀💀she be like “a esht scam kjo” like yes bro
287,2022-05-25 19:13:30+00:00,Dedeinnit,Nah I’m finna leave Citibank
288,2022-05-25 19:13:17+00:00,Maelstrome,@Citibank https://t.co/9beIbW51OP
289,2022-05-25 19:12:58+00:00,Maelstrome,"@Citibank He, went to prison. Why? Wrong color. Doing the exact same thing they did of the 'white' color. They destroyed millions of lives. He, just wanted to live like they do but wasn't in the club. So they clubbed him. Sacrificial (scape) goat to give the ruse of responsible https://t.co/MytMRcLwlv"
290,2022-05-25 19:12:50+00:00,TransUnion,"@TimothyELewis @Citibank Hi Tim, If we can assist you in any way please drop us a DM. We would love to assist you."
291,2022-05-25 19:07:52+00:00,TimothyELewis,@TransUnion is the worst credit bureau. Small time. Weak. Inferior to its competitors. A scam of an operation with terrible customer service and accountability. @Citibank should reconsider their partnership.
292,2022-05-25 19:07:44+00:00,Maelstrome,@Citibank https://t.co/fj4bNYzUiO
293,2022-05-25 19:07:42+00:00,_papadoc609,@EmmanuelMacron @Citibank are you going to pay Haiti its reparations or no?   @nytimes
294,2022-05-25 19:06:43+00:00,Maelstrome,@Citibank @AskCiti https://t.co/j7a968XyGK
295,2022-05-25 18:55:13+00:00,RaidenDaigo,Check out Antonio's video! #TikTok https://t.co/PK9V2i2ygy #Haiti #citigroup #citibank #citi
296,2022-05-25 18:44:28+00:00,ShaolinDignan,"@intelSEBASTIAN @HecubianDevil This is too kind. CitiBank dictated his cabinet positions. He know what the deal was. He took all the progressive push back from the Bush years, added the juice of being the first Black president, built a movement, rode it to the White House, all so he could squash it."
297,2022-05-25 18:31:51+00:00,Bubo_The_Owl,@Etsy @Citibank Customer support don't know what's happening the left hand doesn't know what the right hand is doing Citibank with fines 98 million dollars for money laundering the verification of money laundering system but they are in business but I'm not cuz I can't verify my bank account
298,2022-05-25 18:28:06+00:00,Bubo_The_Owl,@Etsy I can't afford to buy any food because Etsy have suspended my shop because Citibank micropayments is in dollar and my bank account is in rupiah so all my money is stuck in Etsy payments I have sent all the documents requested but they suspended my shop because I'm in Indonesia.
299,2022-05-25 18:25:34+00:00,RoibearddeUna,"@ggreenwald Or imagine Citibank sending an email to Obama campaign saying who their picks are for his cabinet,  and then they align with his cabinet picks once elected and the media ignores it. 😉"
300,2022-05-25 18:13:16+00:00,marciobandeira7,"Citibank e Itaú estimam fim da alta da Selic em 13,75%"
301,2022-05-25 17:59:00+00:00,wawaginfo,Service Relationship Associate - Citibank - UAE https://t.co/6rFZpfFG3T
302,2022-05-25 17:52:53+00:00,wawaginfo,Outsource Companies Officer - Citibank UAE https://t.co/UDqIoOrlZS
303,2022-05-25 17:51:22+00:00,f_castro_primoy,"The problem I am having with @theamberapp isn’t theirs, it’s @Plaid’s issue.  For months I have been able to use @Plaid with @Citibank, but as of a week, IT DOES NOT WORK!"
304,2022-05-25 17:49:48+00:00,Francesc_Forex,"Citibank: The #Fed will be withdrawing support for the bond market as it raises rates. If inflation retreats and the economy slows, our analysts predict that rates will stop going up, and retreat again in 2023. #fomc #forex #fx #currencies #forextrading #forextrader #forexmarket"
305,2022-05-25 17:48:34+00:00,retrograid,the last thing u see before waking up hostage on the Citi Bank float girdled by gogo boys https://t.co/w1cQCN98eM
306,2022-05-25 17:45:40+00:00,wawaginfo,Risk Reporting Analyst - Citibank - UAE https://t.co/UYjhn2BaCm
307,2022-05-25 17:41:08+00:00,wawaginfo,Citigold Acquisition Officer - Citibank - UAE https://t.co/vzNYhkDxno
308,2022-05-25 17:38:16+00:00,wawaginfo,Senior Risk Analyst - Citibank - UAE https://t.co/7FXPUDTfIl
309,2022-05-25 17:36:27+00:00,ManoLongo77,"Vea pues, ahora la solución ecológica de la bicicleta usada por Citibank ha resultado ser un problema porque quienes las manejan parecen ser maníacos.

Querrá Biden prohibir las bicis porque son armas letales también? https://t.co/aAukiFVuSg"
310,2022-05-25 17:36:07+00:00,gregkellyusa,"Hey @Citi BANK. Your stupid ""Citi Bikes"" STINK. All these silly Yuppies pedaling around like maniacs, blowing off STOP LIGHTS. Hurting themselves and others. DEADLY THREAT!!!  Cancel Citi BIKES https://t.co/EOe56gt9MS"
311,2022-05-25 17:35:48+00:00,wawaginfo,Insurance Specialist - Citibank - UAE https://t.co/4UcagLL7Hp
312,2022-05-25 17:30:18+00:00,YtlpgJWV2lBlpH6,"นอกจากชาร์ตของ CITI economic surprise index ที่โพสต์ไว้เมื่อวันก่อนแล้ว ยังมีชาร์ตอีกตัวนึงทีพี่เรียกว่า SURPRISE index to monitor  
.

Indicator จากบลูมเบิร์กตัวนี้บ่งชี้สภาพเศรษฐกิจซึ่งข้อมูลอัพเดทเร็วกว่าของ Citibank ที่มีราขละเอียดมากกว่า 
. https://t.co/SJyzQNHAaf"
313,2022-05-25 17:27:59+00:00,realjewce,WELLS N CHASE CITI BANK TAPNN
314,2022-05-25 17:27:44+00:00,BikeGary,@TedRall @Citibank Citibank is terrible. They are the bank that bankrupted Hatti among other terrible things. Join a credit union.
315,2022-05-25 17:16:59+00:00,SkazOne,"Me: “if I can’t buy #crypto then close this account and give me my $!”

Citibank: “all eleven dollars?”

Me: “yup, u lost a customer today”

Citibank: 🖕🏻

#toobignottofail"
316,2022-05-25 17:14:37+00:00,SheryAhnNews,"@Citibank struggling with wire transfer for 4hours today, 5 calls to two different departments, lined dropping twice after waiting 30mins each time, stopped by a physical branch for help.. and still can't carry out a single task of transferring cash overseas. Please help."
317,2022-05-25 17:10:40+00:00,Commonscience,@Citibank Hey Citibank.  Why are you too frightened to provide an email address for complaints to customer service?  That's pathetic.  You should be ashamed.
318,2022-05-25 17:07:34+00:00,f_castro_primoy,⁦@Plaid⁩ and ⁦@Citibank⁩ not getting along! C’mon fix this shit! https://t.co/b2Uorkjb5q
319,2022-05-25 16:59:08+00:00,PFInsider,".@Citibank will likely be a better choice for opening CDs. However, if you're looking to open a checking account or savings account, it could be a toss-up between @BankofAmerica and Citi https://t.co/9bmbYrtlKr"
320,2022-05-25 16:59:02+00:00,eurinam27,Citibank in talks to buy Deutsche bank Mexico
321,2022-05-25 16:55:16+00:00,CommodoreBay,"Here's the ideal salary range for Super Bowl-winning QBs, and why Lamar Jackson, Russell Wilson may benefit https://t.co/1ZIT0mepG4 RIKEN Zenith Bank Plc First Bank of Nigeria Limited Société Générale Nike Football Citibank US"
322,2022-05-25 16:41:08+00:00,redcmassacre,Tired of these fake ass Citi Bank txts...I don't even bank with them :/
323,2022-05-25 16:27:41+00:00,Richardgaurin,@nytimes @cic I think @citibank must do the same. History. Those who cannot remember the past are doomed to repeat it .George Santayana #haiti
324,2022-05-25 16:21:37+00:00,TheDAVEYDAVE161,"You get mistaken for strangers by your own friends
When you pass them at night
Under the silvery, silvery Citibank lights
Arm in arm in arm and eyes and eyes, glazing under"
325,2022-05-25 16:20:55+00:00,____Vinci,@aa15_eth @jointhefuture4 @Citibank Just realised it’s not a .ETH tho lol
326,2022-05-25 16:19:55+00:00,aa15_eth,@____Vinci @jointhefuture4 @Citibank Very much
327,2022-05-25 16:17:35+00:00,____Vinci,@jointhefuture4 @aa15_eth @Citibank That’s an impressive one
328,2022-05-25 16:15:10+00:00,pravdaurfo,ММК расторгает с Citibank депозитарные соглашения https://t.co/1FtLuwYGDc ММК уведомил Citibank о растор
329,2022-05-25 16:11:23+00:00,joe103011,"#CustomerService 

Why does customer service suck so much at for profit companies?

#Citibank, #Amazon, #SPRINT the list could go on and on. The percentage of representatives who can actually help with an issue is tiny compared with number of reps you have speak to to resolve it."
330,2022-05-25 16:11:16+00:00,tayetevit,Citibank ทุกอย่างเลิศ ทั้งบัตรเครดิต สินเชื่อ โปรโมชัน เลิศหมด! ไม่เลิศอย่างเดียว คือ แอป เข้าแอปแล้วงงมาก UX UI บ้งมาก เข้าใจยากมาก ช่วยแบ่งเอาค่าธรรมเนียมและดอกเบี้ยที่ได้ ไปจ้างนักพัฒนาแอปหน่อยเถอะ กราบ
331,2022-05-25 16:10:59+00:00,imtaruntanu,"@__MunnaJi Then go and open an account with HDFC, CITI BANK, or Standard Chartered. 
Maybe you have enough money to open banks premium accounts with all banks fulfilling their minimum balance condition.
But always remember Jan dhan accounts,0 balance accounts are only provided by PSBs."
332,2022-05-25 16:09:12+00:00,highroadsaloon,"@SenTedCruz In Jan 2016, The New York Times reported that Cruz and his wife had taken out nearly $1 million in low-interest loans from Goldman Sachs (where she worked) and Citibank, and failed to report them on Federal Election Commission disclosure statements as required by law."
333,2022-05-25 15:59:12+00:00,ilfahabib,"Orang lain liat foto Maudy: omg so lovely dovey. 
Anak property liat foto Maudy: wah itu apatonya samping tenant Citibank, dari kejauhan tampak Menara Mandiri. Struktur gedungnya mirip PCP Tower. Fix lakiknya beli/sewa di District 8 🥲
#kesimpulan https://t.co/r8Ir3MKtdB"
334,2022-05-25 15:42:03+00:00,hjdiamond,@pedrokarsan @Citibank @AskCiti https://t.co/UPnGnJnJEK
335,2022-05-25 15:41:42+00:00,AskCiti,@playwithyourmom Hello and welcome to Citibank U.S. We would like to see if we can help address your concern. Please DM to confirm your account or card type and country. Do not include any account numbers or PINs. ^Rita https://t.co/gvC4jAOA9c
336,2022-05-25 15:38:12+00:00,marcberman,The simpler solution would have been for Citibank to return my daughter's money back. The list of people pulling out of the bank is rapidly rising. https://t.co/fWj5qJjbdY
337,2022-05-25 15:37:26+00:00,hjdiamond,"Who else is having a nightmare with Citibank.  I'm a victim of fraudulent wire transfers and Citi won't help!  Shame, shame, shame on the CEO  @Citibank who won't return my outreach.  #citibank #citibanksucks #badcustomerservice https://t.co/UPnGnJnJEK"
338,2022-05-25 15:30:30+00:00,DebbieJoyce,@marcberman @Citibank @Citi @Citi and @Citibank lost my business because of this
339,2022-05-25 15:24:57+00:00,c_kinbote,@riverdalerants Is this an old pic of the Citibank building going up?
340,2022-05-25 15:21:12+00:00,OneeyeMaster,@Citibank owes Haiti 14 Billion dollars
341,2022-05-25 15:10:30+00:00,AKINAwithyou,rt 》 그렇게 시티가 좋으면 미국가! citibank!
342,2022-05-25 15:06:12+00:00,georgemazzaofic,"EUA 🇺🇸 ""Uma série de empresas, incluindo Amazon, Apple, Citibank, Salesforce, Tesla, Microsoft e Yelp, também anunciaram que cobrirão as despesas de viagem de funcionárias grávidas para matar seus bebês.""
https://t.co/XrGSACvmIe"
343,2022-05-25 14:55:25+00:00,sneha_pawaskar5,@AskCiti Haven't got collection department call yet to unblock my card. @AskCiti @Citi @Citibank @citi
344,2022-05-25 14:53:40+00:00,monrowe45,"@worldfincomm Good day, need a receiver for a MT103 CITIBANK, Switzerland"
345,2022-05-25 14:53:24+00:00,flardoNFT,"Blockchain Finance Marktgröße und Prognose | IBM, Ripple, Rubix von Deloitte, Accenture, Distributed Ledger Technologies, Oklink, Nasdaq Linq, Oracle, AWS, Citi Bank – The Daily Vale - The Daily Vale https://t.co/OpinX5LfL3 #blockchain #crypto #nft #crypto"
346,2022-05-25 14:53:20+00:00,beckerpeloso,"Es gibt drei R-Wörter, die uns Sorgen machen“, sagte Citibank-Chefin Jane Fraser beim #WEF in #Davos mit Blick auf #Russland, #Rates (steigende Zinsen) und eine möglicherweise drohende #Rezession."
347,2022-05-25 14:48:49+00:00,themarielyshow,@MatiasMyhrberg You look at them everyday? Warren buffet says that’s a no no. Lol let me go invest in Citibank 🤣🫠
348,2022-05-25 14:45:33+00:00,Cryptoprenure,"Blockchain Finance Market Size And Forecast | IBM, Ripple, Rubix by Deloitte, Accenture, Distributed Ledger Technologies, Oklink, Nasdaq Linq, Oracle, AWS, Citi Bank – The Daily Vale - The Daily Vale https://t.co/kdHaPib8zf #blockchain #crypto"
349,2022-05-25 14:45:33+00:00,davidpremier,"Blockchain Finance Market Size And Forecast | IBM, Ripple, Rubix by Deloitte, Accenture, Distributed Ledger Technologies, Oklink, Nasdaq Linq, Oracle, AWS, Citi Bank – The Daily Vale - The Daily Vale https://t.co/EgYWnSUUOx"
350,2022-05-25 14:36:49+00:00,AskCiti,"@kerrycalvin2 Hi Kerry, I apologize for the frustration this has caused. We would like to help. To better assist can you let us know what type of account you have with Citibank and the country the account was opened in. No account numbers or PINs. ^Donnie"
351,2022-05-25 14:30:55+00:00,playwithyourmom,Y’all can y’all believe I’m surviving without my debit card in 2 weeks. @Citibank I should sue y’all asses
352,2022-05-25 14:27:11+00:00,PleighboiApollo,"Even if you don't major in it at school, look into summer coding boot camps... 

I was expecting a trading position at Citi Bank, but was offered the counter-analysis opportunity via a contact at Citi

- More intensive, but more rewarding

Aim High 🥂"
353,2022-05-25 14:19:42+00:00,rudyvilla1209,I’ll keep adding @SayonaMining just like @jpmorgan @PiedmontLithium @Citibank @MerrillLynch and other institutional investors are doing!!! Let that sink in 💪 https://t.co/EtDE2nWuer https://t.co/FQZ7s5cSsG
354,2022-05-25 14:09:29+00:00,Kamputakwa,"@AskCiti I dont have a citibank account.

However i got my PTA through you guys and all i did was make transfer to a certain account

So i was wondering if sane approach can be used in tuition fee payment"
355,2022-05-25 14:06:02+00:00,AskCiti,"@Kamputakwa Hi! Thanks for reaching out to us. We would like to help. Do you have a Citibank account? If not, please let us know how we can help today with school fees. ^Donnie"
356,2022-05-25 14:05:14+00:00,sachinchadha20,"@Citibank Hi, I have raised a request for annual card charges but still you are reversed only charges why GST amount showing if charges is reverse. Kindly reverse the GST part also and confirm."
357,2022-05-25 14:04:08+00:00,Pamin1988,@Citi most worst service. Please guys don't take Citi Bank credit card.
358,2022-05-25 14:02:54+00:00,gtreview,"This panel at #GTRWestAfrica will share views on ongoing improvements to Nigeria’s trading environment and the challenges to Nigeria’s trading companies.

💬 @Citibank @WoodhallCapital @Webbfontaine @RMBCIB @coronationmb

Secure your place: https://t.co/Gp1NOezdnP https://t.co/pddaA6eXK0"
359,2022-05-25 13:55:48+00:00,chazlouaz,@xiomara771116 @PJEvans66030270 @nytimes There would be no Citigroup or Citi Bank without their theft of Haitian Gold.
360,2022-05-25 13:54:26+00:00,CozyPenguin741,https://t.co/oGSsgGPvSj https://t.co/A6Y1CCtKCq
361,2022-05-25 13:54:03+00:00,BestBuySupport,"@bubtasstic Hey there, thanks for reaching out. The Best Buy Credit Card can be offered as a Visa to be used outside of Best Buy. I recommend connecting with @AskCiti, as Citibank is the issuer of the Best Buy Credit Card. They should be able to further assist with your account. ^Jack"
362,2022-05-25 13:49:25+00:00,NeinBenzemaNein,Citibank and hdfc take like 3 months lmao
363,2022-05-25 13:47:49+00:00,HDCares,"@darlas29 Hello Darla, I understand you're in need of assistance, and I want to guide you in the right direction. For further assistance with your credit inquiry, please contact Citibank at 1-800-677-0232 for the best resolution. -Lakeshia"
364,2022-05-25 13:37:02+00:00,nilanangu,@NewsWireLK @nanayakkara77 aiyo shows the depth of knowledge and no how to solve the FX crisis! The undial system created by Basil is at work! Can u investigate how a company in Dubai is getting worker remittances and disbursing funds thru Deutsche bank and Citi bank. Who owns this co???
365,2022-05-25 13:26:12+00:00,jointhefuture4,@aa15_eth Moving to the #web3 space yet @Citibank? The time to get in has arrived! https://t.co/d9Yzb3BNGu
366,2022-05-25 12:57:40+00:00,BigFulkin,@TedRall @Citibank It’s like that overdraft protection scam.  My old bank added it without telling me and then arranged purchases so the largest transaction goes through first so they can charge overdraft fees as many times as possible.
367,2022-05-25 12:53:23+00:00,jimetomlinson,@AndrewLawton @TrueNorthCentre Sponsored by Citi Bank and Infosys!
368,2022-05-25 12:42:03+00:00,AbbyPark0301,Anyone but Russia and pro-Russian companies such as citibank
369,2022-05-25 12:40:42+00:00,BiggDeals4U,"Good Deal

OnePlus (43 Inches) Y Series 4K Ultra HD Smart LED TV @ 27,499 (Effectively)

https://t.co/TvnNot2ynm

2500 Off With Axis/Citibank Credit Card"
370,2022-05-25 12:38:22+00:00,AskCiti,"@sangram112 Hello Sangy, this wasn't the experience we wanted you to have. I'd like to help. To request assistance from our Citibank India team, please follow this link https://t.co/ras5DDX0RV. ^Jocelyn"
371,2022-05-25 12:25:32+00:00,AskCiti,@iambhadz18 Hi! Thanks for reaching out to us. Do you need help with a Citibank account? If not please let us know how we can help today. ^Donnie
372,2022-05-25 12:20:28+00:00,cer0corrupcion,@Antonio85379083 Así es y que devuelva los 4 mil millones de dólares que tiene en la cuenta del Citibank numero 050110991110223344 en la agencia de la 5ta avenida en New York.........carajo
373,2022-05-25 12:19:55+00:00,bank_quality,"New York's @Citibank has announced the launch of new deposit solutions designed to assist clients in investing excess cash as part of their sustainability agenda.
#sustainablefinance #USA https://t.co/kgk9GTZY61"
374,2022-05-25 12:14:36+00:00,BraveNewTrump,"@TedRall @Citibank ""Resitance is futile."""
375,2022-05-25 12:11:42+00:00,TedRall,"Got a new credit card from @citibank. Without asking, they linked it to my son’s checking account. After an hour on hold, they delinked it. Today I got another email saying they had linked it back to his account. Again, without asking."
376,2022-05-25 11:56:32+00:00,AskCiti,@gaurav202020 Hello. You have reached Citibank US with no access to international accounts. Please complete the contact request at https://t.co/ras5DDX0RV and someone should contact you within 2 business days. Thank you! ^Ana
377,2022-05-25 11:50:45+00:00,Devorakhay,@hobbit179 @EngineerDustin It is a conspiracy when you have bike fascists working with Uber and Lyft and Citibank. The money to build high rises in the suburbs is coming from somewhere and the government is doing it
378,2022-05-25 11:35:16+00:00,datsjimmy,@Citibank @AskCiti So y’all like robbing other countries and taking what’s not yours and lives at that
379,2022-05-25 11:24:36+00:00,jan_langmajer,"@horacekpetr22 Rozumím makro pohledu a souhlasím s ním. Na druhé straně míra vhledu, například do Citibank, je pro mě velmi omezená. Je to blackbox. To si raději zalovím v těch lokálních vodách, kde umím reálně ocenit pozitiva i rizika."
380,2022-05-25 11:12:54+00:00,OllieBarryF,"Is anyone experiencing great difficulty getting funds back from @askpermanenttsb who say the funds have been stopped by Citibank on the 15 of March 2022.
Customer service is absolutely shocking."
381,2022-05-25 11:11:33+00:00,NewsFromBW,"Global Credit Card Market Report 2022, Featuring Profiles of Key Players Citibank, Visa, Mastercard, American Express, JP Morgan Chase and Wells Fargo - https://t.co/guyiBzPH8C https://t.co/oRMJ2D5HDR https://t.co/Z0PmK3o3Jm"
382,2022-05-25 11:08:25+00:00,Nichola26469345,@Citibank Clever ad 😄
383,2022-05-25 10:48:04+00:00,Soarpoints,Two students of mine at @HATO6thForm were privileged to attend @Citibank to learn both about the trading floor and life after football from a former @IpswichTown young player... https://t.co/vQCKCgeqG4
384,2022-05-25 10:47:17+00:00,ecapa_aklinizi,"@You00389043 Böyle diyenlerin hepsi, her krizde ""devlet bizi kurtarsın"" diye bağırır. Citibank mesela. Ford, Chrysler mesela. Swissair mesela. 
ABD Borsasına yatırım yapanlar mesela"
385,2022-05-25 10:46:02+00:00,HarrisTottenham,Two of our students Brave and Josh attended @Citibank - they are shining stars and will surely set the world alight - far right of picture. Thank you as ever to @Kinetic_Coach | @HarrisFed https://t.co/2NxHW6rA9I
386,2022-05-25 10:06:28+00:00,Ankur_Verma90,"https://t.co/Lop48k0Sw1

27499

2500 off with axis Bank / Citi Bank credit card"
387,2022-05-25 09:55:02+00:00,Chikaofficials,"รอบ2 ตัดบัตรเครดิตได้นะคะ

🚩ค่าธรรมเนียม 1.17% 
🍁บัตรที่จ่ายได้ SCB / กรุงศรีจ่ายผ่าน app uchoose / Citibank / KTC"
388,2022-05-25 09:53:31+00:00,QayyumMD,"okay so I applied to the big 5 in Singapore under the mid-career switch pathway. 

but lowkey wanting citibank to pick meeeeeeee."
389,2022-05-25 09:46:30+00:00,Bubo_The_Owl,Thank you @Citibank &amp; @Etsy for cutting my only line of income in the world because Citibank don't understand when they send a micropayment in dollar to an Indonesian bank then obviously it will be in rupiah  three digit number will become a 5 digit number therefore cannot verify https://t.co/HZeB8jpUQI
390,2022-05-25 09:37:18+00:00,youngdavescott2,@HIXIHBey @NftCryptosArt Ok cos those promoters are fake and some end up promoting but it has no impact on the sale
391,2022-05-25 09:36:42+00:00,youngdavescott2,@HIXIHBey @NftCryptosArt I made use of one recently to sell 10 of my nfts at 500usd each
392,2022-05-25 09:36:10+00:00,youngdavescott2,@HIXIHBey @NftCryptosArt Peopel that help get your nft sold to their whales and investors
393,2022-05-25 09:34:08+00:00,heyrexjohn,So nakatulog ko and wala natubag ang tawag sa citibank so na auto decline ang application. Dasurv.
394,2022-05-25 09:16:22+00:00,ManojMahakud3,@SangitaSethy All are timepass for not to select..in Citi Bank interviewer asked about Odisha for 40min later told me my Odia boss said not to select any Odia. wherever outside all thoughts i was selected but for me that was my last interview in banking sector
395,2022-05-25 08:55:21+00:00,AEndahfitriani,@Citibank saya mau hapus membership citi dong
396,2022-05-25 08:51:09+00:00,rapperbigdeal,"Hey, @Citibank are you going so bankrupt that you need to steal from people a meager Rs. 1000 every month as hidden charges?
Pathetic and this is coming from a customer of 8+ years. Great service, I must say!"
397,2022-05-25 08:40:00+00:00,TEWZ1,"@SkazOne @Citibank Dude I went through this this weekend, blocked my card on Sat - couldn't call until monday, needed to use my card for the weekend, almost couldn't go to work. BS"
398,2022-05-25 08:32:17+00:00,FUCKPUTIN02,@Boycott_RU @Citibank @UniCredit_PR @Nestle @Danone @MDLZ @KiaUK @Hyundai @HMGnewsroom @leroymerlinfr The French government - No!
399,2022-05-25 08:22:18+00:00,tejasarora16,"Axis Bank (434K), HDFC (264K), SBI (245K), ICICI Bank 
(205K) witnessed strong additions in credit cards. Foreign Banks such as SBM Bank India (added: 176K) while American Express, Citi Bank and HSBC Bank saw a decline in number of cards 
outstanding."
400,2022-05-25 08:21:09+00:00,ChronLaw,"Mergers And Acquisitions Advisory Market Size And Forecast | Goldman Sachs, Morgan Stanley, JP Morgan, Citi, Bank Of America Merrill Lynch – The Daily Vale – The Daily Vale

ChronLaw Mergers and Acquisitions News
at https://t.co/ikSN3i0I9L

#Merg #news #law #attorney #lawyer"
401,2022-05-25 07:44:20+00:00,jodiibixx,"@Citibank give back the billions of gold/dollars worth you unrighteously and unrightfully stole from the people of Haiti, NOW!"
402,2022-05-25 07:43:03+00:00,voidotid,Pinjaman dari JICA melibatkan Citibank dan BCA dengan nilai masing-masing Rp140 miliar dan Rp420 miliar https://t.co/vnaOnrePTV
403,2022-05-25 07:32:58+00:00,BigkartDeal,"OnePlus (43 Inches) Y Series 4K Ultra HD Smart LED TV @  27,499 (Effectively)

https://t.co/0vNYetKwWb

2500 Off With Axis/Citibank Credit Card"
404,2022-05-25 07:28:03+00:00,DalerRailer,"@cjcheesecake Citibank fund registrars Dublin will only accept fax instructions. Fine if you want to invest in amstrad, Rubik’s cubes or the Sinclair c5…

Ironically, other departments in the same company, same building, maybe same floor will not accept fax at all.

Oh and the fax is broken…"
