,Date,Username,Tweet
30,2022-06-03 15:46:25+00:00,YoungB_slime,"2.Citibank 54 million Heist 
On January 5, 1997, Charles Omondi, a clearing agent, walked into walked into the offices of Kenya Airfreight Handling Limited at Jomo Kenyatta International Airport and took Sh54 million contained in a parcel. https://t.co/wtVJ3kmmxz"
31,2022-06-03 15:44:50+00:00,Fuccfacetae,I really hate citi bank
32,2022-06-03 15:44:20+00:00,cgtnamerica,"The European Union has expanded sanctions against Russia, adding the National Settlement Depository, which Moscow intended to replace Citibank with to service the country’s Eurobonds, to the list of sanctioned entities, an EU showed on Friday."
33,2022-06-03 15:40:27+00:00,marcberman,I will not stop fighting until Citibank returns my daughter's money. Can you imagine a national financial institution acting like this? The pain they have caused us is unbearable. #help https://t.co/fYUxnMJ77Y
34,2022-06-03 15:36:38+00:00,duke877,"@zerohedge Dimon, Sandberg quits, Larry Fink, now Citibank ceo jumping on warning as the bilderburgers meet this weekend in Washington"
35,2022-06-03 15:29:34+00:00,JohnfrLostGold,"@Citibank Over 30 yrs of being a client you decide to cancel my accounts, with no reason or explanation. Calling you waiting on hold for an hour to be told sorry sir can't help you!!! wtf this is absolute bullshit! I hope you rot in hell!!"
36,2022-06-03 15:24:49+00:00,HushJared,@adamgreattweet Citibank is gonna be so happy 😁
37,2022-06-03 15:24:09+00:00,JohnfrLostGold,"It really passes me off that over 30yrs of hard work and hundreds of thousands paid to Citibank, they cancel my credit cards with no reason, no recourse. 806 cs. There is no decency, no customer service, they just don't give a shit! This is total bullshit. Be weary
my friends!"
38,2022-06-03 15:23:57+00:00,vamporchestra,@milkzepelli greatest worker to ever touch citibank
39,2022-06-03 15:16:13+00:00,JohnfrLostGold,"I've worked my ass off my whole life, paid all my bills, never late once ever to establish credit lines at the top banks. my credit score 806, my credit line at CITIBANK , 0 balance was closed in a blink of an eye. with no recourse and no explanation 30k poof gone! 33yrs of work."
40,2022-06-03 15:08:26+00:00,OllieBarryF,"@Trickstersworld @askpermanenttsb Yes, I am having serious issues getting money refunded to my account due @Citibank computer ""saying no"". I have spoken to 15 people before I got someone who has clout to make things happen.
We have agreed to speak next week.
It's absolutely shocking that they have withheld funds"
41,2022-06-03 15:00:04+00:00,Citibank,It's here! Check out the lineup for the 2022 #CitiConcertSeries on @TODAYShow: https://t.co/ZlImAsSeCJ https://t.co/YqSHXCYvpy
42,2022-06-03 14:58:34+00:00,RuddLambert,"@Citibank Sushi on credit tastes great until you get the bill.

I wonder what the absolute ceiling has been on sushi-related credit card debt &amp; raw fish bankruptcy?

Freakin´ Capitalists."
43,2022-06-03 14:49:17+00:00,Nuerburgring1,"JOSS STONE most impressive photos
Nr: 110509
@JossStone performed at BRAZIL - iconic photos 
- Sao Paulo , Citibank Hall , 2015- https://t.co/k4Lav4aZgp"
44,2022-06-03 14:48:51+00:00,Nuerburgring1,"JOSS STONE most impressive photos
Nr: 110508
@JossStone performed at BRAZIL - iconic photos 
- Sao Paulo , Citibank Hall , 2015- https://t.co/61yXIFYvbB"
45,2022-06-03 14:48:25+00:00,Nuerburgring1,"JOSS STONE most impressive photos
Nr: 110507
@JossStone performed at BRAZIL - iconic photos 
- Sao Paulo , Citibank Hall , 2015- https://t.co/6OEgYQR8Vu"
46,2022-06-03 14:46:05+00:00,mehtasdeepak,"Lost 600$ on escrow without completing any purchase.😅

- Wire transfer to https://t.co/YD1mob2Vx0 (Citibank) to complete a purchase , Seller backed out and deal didn't go through 
-  Escrow refund Received 600$ less because of the conversion rate(USD-CAD)  for that day."
47,2022-06-03 14:40:13+00:00,TradesGabe,Hearing Citibank Raises Price Target On Amylyx Pharmaceuticals To Street High Of $32 $AMLX
48,2022-06-03 14:33:39+00:00,nyclmkabtit,"the craziest tech related thing i read on the internet would be, Citibank employes more developers and security experts than Google, Facebook combined."
49,2022-06-03 14:30:22+00:00,Ornamental_Sun,@NancyLopezWGHo1 How do you feel when the government bails out AIG or Citibank?
50,2022-06-03 14:21:36+00:00,SebastianBorrer,Jane Fraser la CEO de Citibank se me parece a Claudia Lopez
51,2022-06-03 14:20:18+00:00,spikespeigel,Does the chat option even work on Citibank's website? I feel like I've been in the queue for a very long time.
52,2022-06-03 14:19:45+00:00,AskCiti,@ChaitraKateel Hello. You have reached Citibank US with no access to international accounts. Please complete the contact request at https://t.co/ras5DDX0RV and someone should contact you within 2 business days. Thank you! ^Ana
53,2022-06-03 14:18:29+00:00,Chad_Griffeyjr,Plus Citi bank is top tier 😮‍💨
54,2022-06-03 13:54:35+00:00,SHG_Singapore,"(SMU-Citibank-SHG Youth Financial Literacy)
 Financial literacy helps them to understand why saving is important. It takes alot of patience to build. Our volunteer are determined to help them achieve that. Our program helps them to build sustainability for a lifetime. https://t.co/1BBWgnbTFz"
55,2022-06-03 13:54:16+00:00,SHG_Singapore,"(SMU-Citibank-SHG Youth Financial Literacy)
Financial literacy helps them to understand why saving is important. It takes alot of patience to build. Our volunteer are determined to help them achieve that. Our program helps them to build sustainability for a lifetime. Thank you. https://t.co/YPTPUZFa5L"
56,2022-06-03 13:50:33+00:00,BazintheCity,@KatieOGrady4 @Citibank Yup!
57,2022-06-03 13:49:54+00:00,StopMoneyPipe,"""Wall Street must get on board with the energy transition. The odds of decarbonizing the world depend to a significant extent on bankers being swayed to direct their dollars away from fossil fuels"" 
👀👀 CC @Chase @Citibank @WellsFargo @BankofAmerica  https://t.co/aWvGWazobL"
58,2022-06-03 13:48:41+00:00,TaraDylann,@Bill99white @LizCGil @Citibank Thank you! That’s what I’m doing currently.
59,2022-06-03 13:45:29+00:00,valdesignasid,"@5t0rmw4tch3r @nothingPC Amazon. Citibank, etc."
60,2022-06-03 13:44:52+00:00,youngdavescott2,"🎉GIVEAWAY🎉

🏆 15 $SOL
  Winner takes all

📝TO ENTER…
✅LIKE + RT
✅TAG 3 FRIENDS
✅FOLLOW @youngdavescott2

⏰24H
#SolGiveaway #NFT #SolanaNFTs #NFTGiveaway #NFTCommunity"
61,2022-06-03 13:36:22+00:00,JanMAGA2024,So far the person/s have opened accounts online with @BofA_Help @citibank @Sofi @Chase @Upgrade @Avant You need to do something about stopping on line accounts from being opened. It is a huge open door for identity theft. What a nightmare.
62,2022-06-03 13:29:55+00:00,Bill99white,@TaraDylann @LizCGil @Citibank You may get better results in person if that is possible.
63,2022-06-03 13:25:56+00:00,sudarshanindia,"@nandbell @satishacharya @AxisBank @Citibank Some parts of each bank are in shambles. For home loans try HDFC. The PSU banks are good with rates but bad with paperwork. Axis has good service in forex cards, credit and debit cards. Again efficiency is region/branch specific. Some branches are run well and many are not."
64,2022-06-03 13:19:59+00:00,KatieOGrady4,@BazintheCity @Citibank Corporations have done away with entirely customer service..They count on you giving up 😈
65,2022-06-03 13:18:03+00:00,Dion1Gibson,Thank @CASHLORDGIBSON_ON_TLGRAM for believing in me now Citi bank our bitch https://t.co/2pYRdZ6F30
66,2022-06-03 13:11:17+00:00,BazintheCity,Has anyone else had to deal with @Citibank call center reps who sound like they're talking to you from an underwater cave? Christ! Every single convo is muffled and terrible. Bad customer service! Do better! 😫 #citibank
67,2022-06-03 13:09:46+00:00,alexandra_thack,"Citi bank, well Fargo and chime are the worst 3 banks! https://t.co/JWPQMkGicN"
68,2022-06-03 13:00:10+00:00,Citibank,A big shoutout and thank you to everyone who got on board and supported the #ChefsCycle event with our partner @NoKidHungry! It was a spinning success! 📷: SV Images https://t.co/u5Sx2SXByt
69,2022-06-03 12:53:13+00:00,ShoppingDeal4U,"For Audible Subscription, You Need A Credit Card / Kotak, ICICI Or Citi Bank Debit Card For Payment.

Best Thing : ICICI Pockets &amp; Kotak App Virtual Cards Also Working.

What's It Includes :

• Your Choice of audiobook every month.
• Unlimited listening to Audible Original sho"
70,2022-06-03 12:45:04+00:00,ConsumerAmplify,"Do you have a complaint like this? What Citibank did:
My credit score was over 900. I was going to be traveling so I got a citi bank card with no interest fo 21 months. I would pay it off and apply for another with https://t.co/Z5grinzeCc"
71,2022-06-03 12:34:34+00:00,AnjaliBaradia,"Respected sir, 

This is painful to inform you that my husband Kapil Swaroop holder of debit card 5497772227399147 had been died in an road accident on 09/04/2022. I have visited Citi bank,Punjabi bagh branch, but they are not ready to co-operate me. Kindly do the needful ASAP."
72,2022-06-03 12:33:10+00:00,AnjaliBaradia,"Respected sir, 

This is painful to inform you that my husband Kapil Swaroop holder of debit card 5497772227399147 had been died in an road accident on 09/04/2022. I have visited Citi bank,Punjabi bagh branch, but they are not ready to co-operate me. Kindly do the needful ASAP."
73,2022-06-03 12:30:10+00:00,AnjaliBaradia,"@pinarayivijayan Respected sir, 

This is painful to inform you that my husband Kapil Swaroop holder of debit card 5497772227399147 had been died in an road accident on 09/04/2022. I have visited Citi bank,Punjabi bagh branch, but they are not ready to co-operate me. Kindly do the needful ASAP."
74,2022-06-03 12:25:34+00:00,TysonJWhite,@Citibank $285 BILLION into fossil fuels? Dafuq? https://t.co/mYSDFOcMAR
75,2022-06-03 12:24:05+00:00,AskCiti,@rohgid Hello. You have reached Citibank US with no access to international accounts. Please complete the contact request at https://t.co/ras5DDX0RV and someone should contact you within 2 business days. Thank you! ^Ana
76,2022-06-03 12:15:05+00:00,MariaMaglaque,"Puro lang din naman gcash, landers, citibank to. https://t.co/QRF5nZPJ7I"
77,2022-06-03 12:14:10+00:00,dustinmcd123,Is it possible Tesla is seeing demand destruction from the recent brand damage done by Elon? @jpmorgan @Citibank @MorganStanley @davidfaber https://t.co/cYePW5BOz7
78,2022-06-03 12:13:58+00:00,b_stenhouse,"Excellent excellent thread.  US historians react to an article on Haitin history by focusing on issues of citation and atrribution, rather than ""the ethics of debt and reparations or a critique of the role of Citibank et al."" https://t.co/hIYBuutrVg"
79,2022-06-03 11:58:20+00:00,SeanyBizzlez,"@DanielFranks85 Segantii runs into trouble with Citibank etc and then Critchley can’t get himself out the door quick enough. Come on, join up the dots yourself, you’re not one of the stupid ones on here."
80,2022-06-03 11:49:52+00:00,aishsiraj,@Rizwow i started working in 2003 as an intern for Citibank Dubai-till date i have changed 3 different banks-attended so many meetings with big guys/clients &amp; never have i been without shalwar/kameez &amp;Dupatta(cannot think of being without it) ppl look at u&amp; wat u have to offer -simple
81,2022-06-03 11:45:18+00:00,aishsiraj,@Rizwow I wear only Shalwar Kameez - i wore it when i went on behalf of citibank for a conf in Nice France and received awards for performance- i till date wear shalwar kameez with dupatta for any and every event official or not-i am proud if it &amp; even non Pakistanis are proud of it
82,2022-06-03 11:28:36+00:00,nm5reloaded,@Citibank @nokidhungry Is this what you do. So disappointed and disgusted with you https://t.co/Yael00Oah9
83,2022-06-03 11:26:48+00:00,AskCiti,@kamarul1167 Thanks for reaching back out to us. Do you need help with a Citibank account and if not please let us know how we can help today? ^Donnie
84,2022-06-03 11:20:46+00:00,brianurhumble,Citibank is exposed and cannot help them. Sanctions. https://t.co/jmngbrcptX
85,2022-06-03 11:20:05+00:00,ElsaSkold,#morningjoe cover that OPEC is raising production by over 500k barrels each the next few months? They cover that Biden will be going to Saudi Arabia purely for more oil? They cover that CitiBank yesterday said that Oil should be at $70 a barrel and that what is going on now
86,2022-06-03 11:18:21+00:00,rkperumala,@Citibank https://t.co/u26CV23cjJ
87,2022-06-03 11:13:10+00:00,Tian_A1,"Best #Bank Bonuses Of June 2022 Forbes Advisor [ https://t.co/0O0NBLzI3A ] Citibank, #Hsbc, TD Bank and Chase are currently offering up to 225 to 1, 500 to win your #Business.Before you get too excited about opening a new bank account, https://t.co/wwzOdQSube"
88,2022-06-03 11:10:40+00:00,NoCiruNo,"Excelente esto de Ricardo Dessy, director de Citibank.
Lo deberían leer los García Moritan y pichoncitos de Milei, gritar aparte de gente sin fundamentos que solo busca sumar likes en redes no sirve para lograr lo que el país necesita. https://t.co/4y6u6tpFWg"
89,2022-06-03 10:02:58+00:00,Francesc_Forex,Citibank 2/2: This could partly be related to disruptions to global supply chains that have occurred in recent months and are just now starting to impact production more noticeably.
90,2022-06-03 10:02:57+00:00,Francesc_Forex,"Citibank 1/2: #USD: US May ISM Manufacturing – Citi: 53.8, median: 55.0, prior: 55.4, ISM Services – Citi: 56.4, median: 57.5, prior: 57.1 – Citi analysts expect the production component to fall below 50. #forex #forexmarket #forexnews #currencymarket #currencies #trading #fx"
91,2022-06-03 10:02:36+00:00,rohgid,"@Citi @RBI since last few months citibank has not been reversing in full or in part the fuel service charges on citibank credit cards at ioc pumps
Why do we have to write to citibank for reversing the same in full as per citibank terms and conditions"
92,2022-06-03 10:02:05+00:00,Francesc_Forex,Citibank 3/3: with 315k payrolls added in May and some further slowing back towards a pre-pandemic pace of ~150k-250k over the coming months.
93,2022-06-03 10:02:05+00:00,Francesc_Forex,"Citibank 2/3: Unemployment Rate – Citi: 3.4%, median: 3.5%, prior: 3.6% – Citi analysts continue to expect that monthly job gains are likely to slow over the coming months as labor supply shortages limit the pace of hiring,"
94,2022-06-03 10:02:04+00:00,Francesc_Forex,"Citibank 1/3: #USD: US May Nonfarm #Payrolls – Citi: 315k, median: 350k, prior: 428k, Private Payrolls – Citi: 295k, median: 302k, prior: 406k; Average Hourly Earnings MoM – Citi: 0.5%, median: 0.4%, prior: 0.3%, Average Hourly Earnings YoY – Citi: 5.4%, median: 5.2%, prior: 5.5%"
95,2022-06-03 08:48:37+00:00,niko951209,"@Cyhra1 Europa soll zerstört werden,  weil es Boris Johnson und Joe Biden wollen.

Langer Plan.  Anfang mit Reagan, Thatcher und Kohl Lambsdorff bis Merkel. 
Reagan die Banken Marionette, wie Obama. Citibank hatte Regierungsmitglieder  vorgegeben.
Michel Moore hatte gute Dokus zu Reagan https://t.co/jFMhFLOcHU"
96,2022-06-03 08:32:43+00:00,HurtiLala,"@AxisBank kachra bank going to handle @Citi bank customers. 
Some request generate itself by them. When inqur Phnbnk said it is done by branch. Branch:we don knw. Close acnt? Sir,visit branch. Maam , I m n NRI. 
Maam: i m sorry but. Vst branch
RM : Third world. @AxisBankSupport"
97,2022-06-03 08:11:38+00:00,Botxer2,lose your heart in the fake citibank lights
98,2022-06-03 08:09:43+00:00,rinacaparras,Citibank keeps declining my transactions. Had a 30-min. call with customer service and they still weren't able to fix it 😬
99,2022-06-03 07:48:46+00:00,youngdavescott2,@RickSonskell @albertnft3 @opensea Dm me
100,2022-06-03 07:48:27+00:00,youngdavescott2,@RickSonskell @albertnft3 @opensea Hmm ok
101,2022-06-03 07:43:34+00:00,youngdavescott2,@RickSonskell @albertnft3 @opensea Lol make use of a shiller bro it what I did to get my collections sold off
102,2022-06-03 07:39:16+00:00,youngdavescott2,@RickSonskell @albertnft3 @opensea Lol you realise there are ways to have em sold faster
103,2022-06-03 07:32:59+00:00,ItsAlexWamalwa,"@BenjiNdolo @skmusyoka @RailaOdinga @MarthaKarua @PalomaGatabaki He finally made a decision. Ukambani is locked. 

You've an account with Citi Bank? Take it there."
104,2022-06-03 07:19:28+00:00,Donna1SanDiego,@citibank been trying to resolve a dispute with you since March and British Airways for a refund and no joy.
105,2022-06-03 07:15:21+00:00,ainturmom,meron bang malapit sa citibank tower sa makati jan? pasuyo namang ng certificate of employment 🤣🤣 layo vebs
106,2022-06-03 07:13:03+00:00,NewdawnTyboss,@andogriff @Citibank @WellsFargo @jpmorgan So true!
107,2022-06-03 07:09:07+00:00,13foot7,"2/5  Russia paid $$ via Citibank + JP Morgan's London branches.  
Letting the exemption lapse was timed to take place just as Russia's next payments fell due.  But that debt allowed payment in other currencies, including roubles, as a fallback.  Russia avoids default - for now."
108,2022-06-03 06:41:35+00:00,ejantunes,"I suppose it's too difficult to enforce a maximum amount for each trade... 🤔

#CITIBANK

https://t.co/k94VLIpKDS"
109,2022-06-03 06:27:48+00:00,CozyPenguin741,"@GameStopNFT Sounds good!💎

Thank you!💙 https://t.co/uGIxq8CdMY"
110,2022-06-03 06:07:14+00:00,tvjames,@Citibank Doesn't cash back just mean you're charging more in fees than you need to?
111,2022-06-03 05:48:48+00:00,pxnkrockpeacock,@grxffology I hope you get ink poisoning from a citibank pride pen
112,2022-06-03 05:42:47+00:00,ChAmirZKhan,@sarataseer @SalmaanTaseer @ImranKhanPTI Was this before or after he bailed you from the Citibank scandal ?
113,2022-06-03 05:41:03+00:00,CAknowledgepage,"Citi Bank Credit Card Status 2022, Citi Credit Card Application Status https://t.co/25liJyIiVX via @CAknowledgepage"
114,2022-06-03 05:31:35+00:00,NormanCharles66,I was having a banking problem so I called @Citibank @Citi @AskCiti. It took 10 minutes and two tries to finally get connected to a live human. There's no option on their main menu to talk to a live person–you just have to keep pressing buttons until finally by some stroke (1/5)
115,2022-06-03 05:20:47+00:00,CozyPenguin741,@Flinkployd Omg. Thank you so much 💙 https://t.co/vV1jUkoJvZ
116,2022-06-03 05:12:34+00:00,RNSathyanaraya1,@neelu_pravesh @satishacharya @AxisBank Citi Bank also  exhorbitantly blood sucking
117,2022-06-03 05:09:43+00:00,CozyPenguin741,"@Flinkployd Citibank.loopring.eth 

Please 🔥💙"
118,2022-06-03 04:50:33+00:00,ChaitraKateel,"Wanted to open mutual funds through @Citibank , however they took more than eight months to get my KYC approval. I visited the bank more than four times to get this done.(Khar, Mumbai).Yet no action was taken. Horrible experience."
119,2022-06-03 04:49:26+00:00,satishacharya,@nandbell @AxisBank @Citibank 😀
120,2022-06-03 04:46:24+00:00,nandbell,@satishacharya @AxisBank Oh God! @AxisBank is planning to take over the consumer business of @Citibank !
121,2022-06-03 04:30:36+00:00,Da1trueAndreu_2,They have also opened bank accounts using my name and have also used debit and credit cards in my name. I don’t have Citi Bank accounts and I don’t have Chase bank accounts.
122,2022-06-03 04:30:36+00:00,rnviva,"Two FAT finger trades.

One in Nordic &amp; one in India!

$ 50 million bearish error blamed on British employee of Citi Bank

₹ 250 crores by unknown broking house

Same day. Who is trying burst bubble out of market?

Usual Suspect Citi Bank

@TVMohandasPai @palkisu @nsitharaman"
123,2022-06-03 04:28:25+00:00,AintStill,@Citibank https://t.co/wWjuQvdRGt
124,2022-06-03 04:20:02+00:00,AnkitMi71378128,"@Citibank Hi Citi Bank..... Could you please let me know the CSIPL policy for employee vaccination? According to Indian mandates, no organization can force employee to get the vaccine. Also all the restrictions imposed on the non vaccinated employees should be reviewed again"
125,2022-06-03 04:18:25+00:00,JakobVirgil,"@Gulpari__ @AJEnglish LOL is that what he tells you? 
Do you mean Goldman Sachs right or Citibank?
You are not even smart enough to spell what you are talking about. 
Elon Musk the richest man on earth is as tied in with Global banking as one would expect him to be.
quit being a chump"
126,2022-06-03 04:17:40+00:00,ch1ldshBambin0,"@albie__sure @zxckattack @BleacherReport That’s probably the owner of Citibank, you wouldn’t know cause like you said he just looks like a rando… with court side seats siting next to Jay"
127,2022-06-03 03:58:06+00:00,FOUGENN,truist navy BOA citi bank dm me💰
128,2022-06-03 03:38:51+00:00,dynakore,Does anyone how to sur citibank for letting my crdit go down for 3 month with ssn breach. Is this corporation scam artist ceo or what?? I need a lsw student or legal.advisor. i am lowmincomr vet with handicap stauts. I have serve myncountrz over 19 years in  protectinghomeland
129,2022-06-03 03:23:26+00:00,akuaafreh,"@Citibank can suck a dick. Worst customer service ever. How do you lock someone out of their account, have them spend 3hours on the phone, just to tell them to go to a physical location? Go to hell. If y’all are trying to steal my money, say that."
130,2022-06-03 03:20:44+00:00,kevnlovn,Baka po gusto niyo magpa refer sa Citibank. 😆😆😆 https://t.co/H92m1rEBNH
131,2022-06-03 03:16:26+00:00,KennyGoo,More Citibank https://t.co/AhmLVQPugp https://t.co/KitILoPR00
132,2022-06-03 03:16:23+00:00,KennyGoo,Also Citibank https://t.co/qRSCQfY4pR
133,2022-06-03 03:16:22+00:00,KennyGoo,"I know know know I did not just see a Citibank ad on this SNY app that used the Tulsa massacre to promote its ""support of black excellence"" https://t.co/0d0GEfUFTp"
134,2022-06-03 03:11:50+00:00,Sheeniebaby,@SashiStaysHome Why don’t they know we’re too poor for Citibank?!?
135,2022-06-03 03:09:56+00:00,Ayomide_Bankz,"The niche and precise target market citibank have  carved out for their businesses over the years is quite interesting. Barely no struggle for the retail space in Nigeria. Definitely looking forward to working at @Citibank someday, soon."
136,2022-06-03 02:55:58+00:00,SashiStaysHome,The fake Citibank spam texts are out of control
137,2022-06-03 02:53:15+00:00,CozyPenguin741,@WrockFit Fren of dice is fren of mine 🤝 https://t.co/6qHAFxqwU7
138,2022-06-03 02:47:34+00:00,DrLiebknicht,🏦💵📲Citibank needs to rectify their reaction to this wire fraud! Admit your part in this crime &amp; restore her stolen funds! Unacceptable! 😫 @GovKathyHochul #Citibank @Citi #CitibankCrime https://t.co/pljK30sAlJ
139,2022-06-03 02:46:24+00:00,CozyPenguin741,@WrockFit Frens 😬😬😬 https://t.co/H24AXOddvW
140,2022-06-03 02:19:45+00:00,zmoney714,Fuck Citi Bank customer service. Been on the phone for 2 hours and keep getting transfer back and forth
141,2022-06-03 02:16:38+00:00,a_aronistaken,@AndySkypeck @Citibank how is ur reply on a citibank tweet gonna change that
142,2022-06-03 02:10:24+00:00,MimiPlevinFoust,@jpmorgan @BlackRock @Citibank @StateStreet @BankofAmerica How much worse do things have to get before you stop funding climate disaster? #moveyourdough #ClimateEmergency https://t.co/kiueDDCpnW
143,2022-06-03 02:10:06+00:00,gale_shardon,"Hi po, if you want to open credit card in Citibank, you can use my referral. ☺️ https://t.co/YvCnpUhcLB"
